City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,kone,-21.0595,164.8658,16.58,95,0,0.61,NC,1721068952
364,cataingan,12.003,123.992,25.83,88,100,2.14,PH,1721068954
365,kenai,60.5544,-151.2583,13.34,76,100,0.0,US,1721068955
366,saint-philippe,-21.3585,55.7679,20.77,75,52,5.61,RE,1721068956
367,ponta delgada,37.7333,-25.6667,23.4,94,75,3.6,PT,1721068957
368,grand falls-windsor,48.9332,-55.6649,18.21,90,100,4.17,CA,1721068959
369,itaqui,-29.1253,-56.5531,16.44,70,98,6.24,BR,1721068960
370,kozlovka,55.8428,48.2492,17.67,79,8,2.07,RU,1721068962
371,woolgoolga,-30.1106,153.2007,6.13,67,0,5.16,AU,1721068964
372,delijan,33.9905,50.6838,29.82,19,0,1.89,IR,1721068966
373,tual,-5.6667,132.75,25.49,79,95,7.83,ID,1721068967
374,nuuk,64.1835,-51.7216,7.34,81,75,2.57,GL,1721068969
375,swakopmund,-22.6833,14.5333,15.47,83,0,3.1,NA,1721068970
376,gangawati,15.4333,76.5333,23.85,86,100,6.99,IN,1721068971
377,kill devil hills,36.0307,-75.676,34.01,63,0,5.14,US,1721068973
378,dunedin,-45.8742,170.5036,7.67,97,100,0.89,NZ,1721068874
379,toliara,-23.35,43.6667,20.81,81,2,1.64,MG,1721068975
380,zaoyang,32.1272,112.7542,25.43,96,100,3.19,CN,1721068976
381,kaliua,-5.0606,31.7936,21.35,27,80,2.37,TZ,1721068978
382,arkhangel'sk,64.5401,40.5433,16.06,100,75,1.0,RU,1721068979
383,hue,16.4667,107.6,26.06,94,40,0.51,VN,1721068980
384,al fashn,28.8243,30.8995,33.58,25,0,7.53,EG,1721068981
385,charlottetown,46.2352,-63.1267,30.29,60,75,4.12,CA,1721068983
386,mananara,-16.1667,49.7667,18.77,90,23,2.1,MG,1721068984
387,hun,29.1268,15.9477,36.15,12,0,4.67,LY,1721068985
388,chibougamau,49.9168,-74.3659,23.79,60,40,6.17,CA,1721068986
389,lewiston orchards,46.3804,-116.9754,32.62,15,0,0.0,US,1721068988
390,sultandagi,38.5311,31.2281,22.01,38,5,1.23,TR,1721068989
391,port shepstone,-30.7414,30.455,15.52,54,0,3.35,ZA,1721068990
392,baikonur,45.6167,63.3167,24.1,44,49,0.64,KZ,1721068991
393,kyshtovka,56.555,76.6271,18.33,95,100,2.26,RU,1721068993
394,basse-terre,16.1667,-61.6667,26.58,78,0,5.14,GP,1721068994
395,hami,42.8,93.45,33.21,17,100,5.73,CN,1721068995
396,phan rang-thap cham,11.5667,108.9833,25.22,88,100,0.97,VN,1721068996
397,bandarbeyla,9.4942,50.8122,25.29,82,19,14.24,SO,1721068998
398,lodja,-3.4833,23.4333,25.57,26,85,0.84,CD,1721068999
399,boiling springs,35.0465,-81.9818,36.13,43,0,2.57,US,1721069000
400,raton,36.9034,-104.4391,35.19,20,0,6.69,US,1721069001
401,al hada,21.3675,40.2869,26.66,15,100,1.22,SA,1721069003
402,suncho corral,-27.9336,-63.4294,19.31,30,4,4.03,AR,1721069004
403,alexandroupoli,40.8475,25.8744,31.9,27,0,3.6,GR,1721069005
404,marine corps base hawaii - mcbh,21.4453,-157.7513,26.14,77,100,3.58,US,1721069006
405,chitipa,-9.7024,33.2697,13.56,76,58,2.48,MW,1721069008
406,itagi,-14.1628,-40.0061,25.24,52,100,2.12,BR,1721069009
407,rosetta,31.4044,30.4164,26.98,71,0,4.84,EG,1721069010
408,macheng,31.1783,115.0319,25.59,88,100,2.58,CN,1721069011
409,korla,41.7597,86.1469,30.69,19,7,1.97,CN,1721069013
410,sittwe,20.15,92.9,27.35,89,100,7.18,MM,1721069014
411,axim,4.8699,-2.2405,24.31,88,100,4.06,GH,1721069015
412,lackland air force base,29.3866,-98.618,35.68,50,40,3.6,US,1721069016
413,kaiapoi,-43.3783,172.6401,7.82,95,100,2.06,NZ,1721069018
414,ust'-kut,56.7938,105.7672,14.11,96,17,1.19,RU,1721069019
415,opuwo,-18.0607,13.84,18.68,10,20,2.81,NA,1721069020
416,guajara,-2.9667,-57.6667,33.68,40,38,1.43,BR,1721069022
417,aljezur,37.3191,-8.8033,19.05,78,0,5.93,PT,1721069023
418,glace bay,46.1969,-59.957,31.25,61,75,5.66,CA,1721069024
419,tongchuan,35.0806,109.0897,22.05,92,100,0.99,CN,1721069025
420,belene,43.65,25.1167,32.28,21,1,6.5,BG,1721069027
421,anloga,5.7947,0.8973,24.45,89,99,7.29,GH,1721069028
422,tempio pausania,40.8974,9.1035,26.51,66,0,0.91,IT,1721069029
423,hell-ville,-13.4,48.2667,25.27,67,93,1.79,MG,1721069030
424,strezhevoy,60.7333,77.5889,17.37,92,37,3.04,RU,1721069032
425,robertsport,6.7533,-11.3686,25.6,78,100,5.83,LR,1721069033
426,weyburn,49.6668,-103.8511,22.12,53,63,4.63,CA,1721069034
427,tocopilla,-22.092,-70.1979,19.49,69,21,5.6,CL,1721069035
428,rocky mountain house,52.3668,-114.9188,24.06,43,100,2.06,CA,1721069037
429,itaituba,-4.2761,-55.9836,36.09,36,40,2.57,BR,1721069038
430,sao felix do xingu,-6.6447,-51.995,34.93,20,1,2.73,BR,1721069039
431,luanda,-8.8368,13.2343,22.0,73,92,3.09,AO,1721069040
432,kerikeri,-35.2268,173.9474,10.01,97,20,1.46,NZ,1721069042
433,tazovsky,67.4667,78.7,8.39,68,0,3.91,RU,1721069043
434,palikir - national government center,6.9248,158.1611,27.53,79,100,8.47,FM,1721069044
435,airway heights,47.6446,-117.5933,28.94,24,20,5.66,US,1721069045
436,longboat key,27.4125,-82.659,35.05,57,40,2.57,US,1721069047
437,quellon,-43.1167,-73.6167,8.0,95,100,6.47,CL,1721069048
438,barddhaman,23.25,87.85,28.49,84,100,4.28,IN,1721069049
439,penzance,50.1186,-5.5371,15.38,88,100,5.1,GB,1721069052
440,kuloy,61.0305,42.4925,19.46,74,100,1.6,RU,1721068805
441,jiexiu,37.0244,111.9125,21.88,91,100,0.65,CN,1721069054
442,port-gentil,-0.7193,8.7815,22.98,88,40,4.63,GA,1721069056
443,hoemul-li,41.4339,129.67,18.56,96,3,0.61,KP,1721069057
444,petrovsk-zabaykal'skiy,51.273,108.843,13.19,67,17,0.74,RU,1721069058
445,guerrero negro,27.9769,-114.0611,24.94,57,5,5.7,MX,1721069059
446,piacabucu,-10.4056,-36.4344,25.65,71,19,4.68,BR,1721069061
447,urzhar,47.093,81.6294,21.12,75,100,0.27,KZ,1721069062
448,burutu,5.3509,5.5076,24.79,92,100,3.8,NG,1721069063
449,qaqortoq,60.7167,-46.0333,5.21,84,48,3.19,GL,1721069064
450,goondiwindi,-28.55,150.3167,5.3,88,3,3.65,AU,1721069066
451,nyurba,63.2842,118.3319,15.96,95,100,0.71,RU,1721069067
452,swan hill,-35.3378,143.5544,9.25,74,99,9.64,AU,1721069068
453,cidreira,-30.1811,-50.2056,16.46,75,48,3.55,BR,1721069069
454,meadow lake,34.8014,-106.5436,35.78,22,3,4.71,US,1721069071
455,madingou,-4.1536,13.55,27.25,54,100,2.22,CG,1721069072
456,saint john,45.2727,-66.0677,26.57,61,75,9.26,CA,1721069073
457,mirny,62.5353,113.9611,16.04,87,100,0.89,RU,1721069074
458,gao,16.6362,1.637,36.02,34,100,1.26,ML,1721069076
459,batticaloa,7.7102,81.6924,29.49,62,100,4.52,LK,1721069077
460,isla vista,34.4133,-119.861,28.88,48,4,3.37,US,1721069078
461,osh,40.5151,72.8083,23.36,53,20,3.0,KG,1721069080
462,usinsk,65.9939,57.5281,17.38,65,20,1.59,RU,1721069081
463,andilamena,-17.0167,48.5833,11.81,97,52,2.2,MG,1721069082
464,usogorsk,63.4106,48.6872,18.69,63,65,1.49,RU,1721069084
465,goure,13.9835,10.2704,30.96,50,97,5.04,NE,1721069085
466,along,28.1667,94.7667,22.39,99,100,0.2,IN,1721068906
467,buala,-8.145,159.5921,25.82,85,23,1.11,SB,1721069087
468,cuero,29.0939,-97.2892,34.26,67,62,3.58,US,1721069089
469,shimoda,34.6667,138.95,22.84,94,100,3.27,JP,1721069090
470,golfito,8.639,-83.166,26.33,85,100,1.79,CR,1721069092
471,el jadid,33.2549,-8.506,22.44,82,0,7.27,MA,1721069094
472,taltal,-25.4,-70.4833,17.42,64,8,2.94,CL,1721069095
473,hashtrud,37.4779,47.0508,21.11,45,0,2.21,IR,1721069096
474,abu jibeha,11.4562,31.2285,23.49,80,17,2.58,SD,1721069098
475,shache,38.4167,77.2406,24.07,46,89,10.85,CN,1721069099
476,norrtalje,59.758,18.705,18.1,79,100,2.76,SE,1721069100
477,laguna,38.421,-121.4238,31.08,38,0,3.6,US,1721069101
478,launceston,-41.45,147.1667,10.64,93,75,4.12,AU,1721069103
479,belgaum,15.8667,74.5,20.61,96,100,5.71,IN,1721069104
480,ajaccio,42.0,8.9167,25.03,61,0,2.57,FR,1721069105
481,saudarkrokur,65.7461,-19.6394,15.05,66,36,2.66,IS,1721069107
482,myeik,12.4333,98.6,25.05,92,100,1.65,MM,1721069108
483,buka,40.8108,69.1986,25.98,32,95,2.22,UZ,1721069109
484,shubarshi,48.5872,57.1869,21.6,73,14,5.89,KZ,1721069110
485,sechura,-5.5569,-80.8222,24.28,56,9,6.75,PE,1721069113
486,bunyan,38.8463,35.8603,20.12,70,6,1.76,TR,1721069114
487,richards bay,-28.783,32.0377,15.88,62,6,0.6,ZA,1721069115
488,monte patria,-30.6919,-70.9467,21.71,15,100,1.57,CL,1721069117
489,labasa,-16.4167,179.3833,23.77,94,53,2.92,FJ,1721069118
490,cape town,-33.9258,18.4232,13.84,67,0,5.66,ZA,1721068832
491,jingdezhen,29.2947,117.2079,26.59,88,100,1.05,CN,1721069120
492,bermeo,43.4209,-2.7215,22.55,68,51,1.08,ES,1721069122
493,zhenlai,45.8495,123.2973,24.55,68,0,7.4,CN,1721069123
494,minas de marcona,-15.2119,-75.1103,14.84,61,35,6.9,PE,1721069124
495,ulsteinvik,62.3432,5.8487,16.66,94,99,1.27,NO,1721069125
496,port saint john's,-31.6229,29.5448,15.23,50,0,2.91,ZA,1721069127
497,mogadishu,2.0371,45.3438,25.24,86,87,7.57,SO,1721069128
498,saraktash,51.7866,51.7866,19.65,82,1,3.34,RU,1721069131
499,severobaykal'sk,55.65,109.3167,11.56,86,8,1.9,RU,1721069132
500,la gi,10.6667,107.7833,25.14,91,100,3.88,VN,1721069133
501,borovskoy,53.8,64.15,17.61,92,100,6.75,KZ,1721069134
502,pico truncado,-46.7949,-67.9573,7.18,67,100,10.5,AR,1721069136
503,presidente olegario,-18.4178,-46.4181,25.29,26,38,2.82,BR,1721069137
504,wanlaweyn,2.6185,44.8938,24.95,77,50,7.4,SO,1721069138
505,peniche,39.3558,-9.3811,22.38,82,0,4.53,PT,1721069139
506,gamba,-2.65,10.0,21.18,96,100,2.85,GA,1721069141
507,saint-leu,-21.15,55.2833,20.53,84,35,2.58,RE,1721069142
508,porto novo,6.4965,2.6036,25.9,85,99,4.6,BJ,1721069143
509,visakhapatnam,17.69,83.2093,26.94,100,75,1.03,IN,1721069144
510,plymouth,41.8334,-70.8328,34.01,68,0,5.66,US,1721069147
511,hovd,48.0056,91.6419,23.02,36,0,2.26,MN,1721069148
512,velikiy novgorod,58.5167,31.2833,18.66,68,5,2.58,RU,1721069150
513,buckhannon,38.994,-80.232,34.34,48,0,2.24,US,1721069151
514,yemva,62.59,50.8594,18.06,54,8,1.41,RU,1721069152
515,narvik,68.4384,17.4272,22.99,50,3,0.38,NO,1721069153
516,santa marta,11.2408,-74.199,34.03,62,20,2.06,CO,1721069155
517,tongchuanshi,35.0806,109.0897,22.05,92,100,0.99,CN,1721069156
518,al khums,32.6486,14.2619,26.61,72,0,3.34,LY,1721069157
519,kavarna,43.4333,28.3333,25.71,65,99,3.17,BG,1721069158
520,shchuchinsk,52.9333,70.2,17.74,93,100,3.35,KZ,1721069160
521,funafuti,-8.5243,179.1942,29.0,84,40,6.17,TV,1721069161
522,kyustendil,42.2839,22.6911,24.69,27,0,1.95,BG,1721069162
523,bandar lampung,-5.4254,105.258,21.65,92,100,1.31,ID,1721069163
524,cromwell,41.5951,-72.6454,34.3,64,40,5.14,US,1721069166
525,quartu sant'elena,39.2419,9.1839,28.95,61,0,2.06,IT,1721069167
526,inari,68.906,27.0288,24.11,59,0,0.76,FI,1721069168
527,san juan de miraflores,-12.1629,-76.9635,20.09,72,71,3.75,PE,1721069170
528,doma,8.3833,8.35,26.19,83,89,1.16,NG,1721069171
529,kolonia town,6.964,158.206,27.97,80,100,8.52,FM,1721069173
530,wuchang,44.9143,127.15,21.36,90,4,2.5,CN,1721069175
531,moussoro,13.6408,16.4901,30.7,51,48,5.25,TD,1721069176
532,orange city,28.9489,-81.2987,33.86,63,75,2.06,US,1721069177
533,meadow lakes,61.6247,-149.6011,13.64,72,100,2.57,US,1721069179
534,altai,46.3722,96.2583,17.82,32,6,0.58,MN,1721069180
535,coyhaique,-45.5752,-72.0662,5.34,100,100,1.48,CL,1721069181
536,yaounde,3.8667,11.5167,23.74,83,40,2.57,CM,1721069182
537,gaspe,48.8334,-64.4819,24.12,83,100,8.23,CA,1721069184
538,maiduguri,11.8464,13.1603,30.23,53,9,2.02,NG,1721069185
539,naha,26.2125,127.6811,29.95,83,40,4.12,JP,1721069186
540,dunkirk,51.05,2.3667,18.41,87,100,1.74,FR,1721069187
541,praia,14.9215,-23.5087,26.3,78,75,3.09,CV,1721069189
542,wotho,10.1657,166.0102,28.17,84,100,10.75,MH,1721069190
543,ziniare,12.5822,-1.2983,31.02,74,100,1.81,BF,1721069191
544,thunder bay,48.4001,-89.3168,18.99,88,100,1.54,CA,1721069192
545,kabalo,-6.05,26.9167,26.78,25,6,2.34,CD,1721069194
546,sao tome,0.3365,6.7273,26.02,73,75,4.63,ST,1721069195
547,cartagena,10.3997,-75.5144,33.79,62,20,5.14,CO,1721069196
548,cururupu,-1.8283,-44.8683,31.11,48,0,2.99,BR,1721069197
549,bonthe,7.5264,-12.505,25.2,83,100,4.73,SL,1721069199
550,akureyri,65.6835,-18.0878,18.96,55,0,6.17,IS,1721069200
551,ocos,14.5094,-92.1933,34.1,72,99,2.31,GT,1721069201
552,auerbach,50.5167,12.4,23.88,58,95,1.27,DE,1721069202
553,kadugli,11.0167,29.7167,21.94,86,36,1.61,SD,1721069204
554,sabha,27.0377,14.4283,36.72,12,5,2.4,LY,1721069205
555,yakeshi,49.2833,120.7333,16.62,98,99,0.69,CN,1721069206
556,ketchikan,55.3422,-131.6461,16.26,88,75,4.63,US,1721069207
557,fisterra,42.9049,-9.2629,20.01,92,19,6.17,ES,1721069209
558,fale old settlement,-9.3852,-171.2468,28.72,73,11,8.39,TK,1721069210
559,macapa,0.0389,-51.0664,32.99,62,40,3.6,BR,1721069211
560,dubbo,-32.25,148.6167,4.07,100,100,3.6,AU,1721069212
561,nieuw amsterdam,5.8833,-55.0833,33.01,62,40,0.51,SR,1721069215
562,quilmana,-12.95,-76.3833,18.54,68,0,4.07,PE,1721069216
563,hotan,37.0997,79.9269,28.63,30,2,2.42,CN,1721069217
564,mumford,5.2618,-0.759,23.95,91,100,5.96,GH,1721069219
565,magadan,59.5667,150.8,11.07,92,46,1.95,RU,1721069220
566,kitimat,54.0524,-128.6534,24.21,67,9,4.02,CA,1721069221
567,sisimiut,66.9395,-53.6735,6.8,79,64,3.81,GL,1721069222
568,shenjiamen,29.9576,122.298,25.88,95,100,8.8,CN,1721069224
569,fort st. john,56.2499,-120.8529,25.94,44,40,3.09,CA,1721069223
570,aban,56.67,96.06,17.77,72,81,2.61,RU,1721069226
571,inirida,3.8653,-67.9239,26.0,93,85,1.33,CO,1721069227
572,petrolina,-9.3986,-40.5008,30.03,37,20,4.12,BR,1721069229
573,krivosheino,57.3431,83.9261,21.42,67,100,1.94,RU,1721069230
574,tomatlan,19.9333,-105.25,34.51,50,5,3.39,MX,1721069231
575,le pouliguen,47.2697,-2.4278,18.97,85,0,9.44,FR,1721069234
576,tres lagoas,-20.7511,-51.6783,27.63,33,99,2.0,BR,1721069235
577,namibe,-15.1961,12.1522,17.26,87,73,2.36,AO,1721069237
